Timestamp,Source,Message
1735726742.9423995,RX,[TX] Iniciando...
1735726742.9936285,RX,[TX] Radio inicializada correctamente.
1735726747.994187,RX,[TX] Enviando -> Hola mundo #0
1735726748.0979548,TX,[RX] Paquete recibido -> Hola mundo #0
1735726749.0971596,RX,[TX] Enviando -> Hola mundo #1
1735726749.200853,TX,[RX] Paquete recibido -> Hola mundo #1
1735726750.1997542,RX,[TX] Enviando -> Hola mundo #2
1735726750.3045466,TX,[RX] Paquete recibido -> Hola mundo #2
1735726751.303217,RX,[TX] Enviando -> Hola mundo #3
1735726752.4061184,RX,[TX] Enviando -> Hola mundo #4
1735726752.5105772,TX,[RX] Paquete recibido -> Hola mundo #4
1735726753.5093393,RX,[TX] Enviando -> Hola mundo #5
1735726754.6126301,RX,[TX] Enviando -> Hola mundo #6
1735726754.7167168,TX,[RX] Paquete recibido -> Hola mundo #6
1735726755.7156298,RX,[TX] Enviando -> Hola mundo #7
1735726756.8182802,RX,[TX] Enviando -> Hola mundo #8
1735726756.923055,TX,[RX] Paquete recibido -> Hola mundo #8
1735726757.9209816,RX,[TX] Enviando -> Hola mundo #9
1735726759.0239515,RX,[TX] Enviando -> Hola mundo #10
1735726759.128743,TX,[RX] Paquete recibido -> Hola mundo #10
1735726760.1278481,RX,[TX] Enviando -> Hola mundo #11
1735726761.2300465,RX,[TX] Enviando -> Hola mundo #12
1735726761.3347788,TX,[RX] Paquete recibido -> Hola mundo #12
1735726762.333638,RX,[TX] Enviando -> Hola mundo #13
1735726763.4356837,RX,[TX] Enviando -> Hola mundo #14
1735726763.5407178,TX,[RX] Paquete recibido -> Hola mundo #14
1735726764.5392504,RX,[TX] Enviando -> Hola mundo #15
1735726764.6442974,TX,[RX] Paquete recibido -> Hola mundo #15
1735726765.6425982,RX,[TX] Enviando -> Hola mundo #16
1735726766.7460253,RX,[TX] Enviando -> Hola mundo #17
1735726766.850218,TX,[RX] Paquete recibido -> Hola mundo #17
1735726767.8489504,RX,[TX] Enviando -> Hola mundo #18
1735726768.9520168,RX,[TX] Enviando -> Hola mundo #19
1735726769.0571296,TX,[RX] Paquete recibido -> Hola mundo #19
1735726770.0548172,RX,[TX] Enviando -> Hola mundo #20
1735726771.1579885,RX,[TX] Enviando -> Hola mundo #21
1735726771.2624805,TX,[RX] Paquete recibido -> Hola mundo #21
1735726772.2603903,RX,[TX] Enviando -> Hola mundo #22
1735726773.363585,RX,[TX] Enviando -> Hola mundo #23
1735726773.4690394,TX,[RX] Paquete recibido -> Hola mundo #23
1735726774.4671447,RX,[TX] Enviando -> Hola mundo #24
