Timestamp,Source,Message
1735727862.1018572,RX,[TX] Iniciando...
1735727862.154024,RX,[TX] Radio inicializada correctamente.
1735727867.1532118,RX,[TX] Enviando -> Hola mundo #0
1735727867.2580872,TX,[RX] Paquete recibido -> Hola mundo #0
1735727871.2568886,RX,[TX] Enviando -> Hola mundo #1
1735727875.3601196,RX,[TX] Enviando -> Hola mundo #2
1735727875.4637825,TX,[RX] Paquete recibido -> Hola mundo #2
1735727879.463242,RX,[TX] Enviando -> Hola mundo #3
1735727883.5661821,RX,[TX] Enviando -> Hola mundo #4
1735727883.6705315,TX,[RX] Paquete recibido -> Hola mundo #4
1735727887.6696072,RX,[TX] Enviando -> Hola mundo #5
1735727887.7737842,TX,[RX] Paquete recibido -> Hola mundo #5
1735727891.772408,RX,[TX] Enviando -> Hola mundo #6
1735727895.875279,RX,[TX] Enviando -> Hola mundo #7
1735727895.9801662,TX,[RX] Paquete recibido -> Hola mundo #7
1735727899.9786096,RX,[TX] Enviando -> Hola mundo #8
1735727900.0836997,TX,[RX] Paquete recibido -> Hola mundo #8
1735727904.0820127,RX,[TX] Enviando -> Hola mundo #9
1735727904.1863914,TX,[RX] Paquete recibido -> Hola mundo #9
1735727908.185915,RX,[TX] Enviando -> Hola mundo #10
1735727908.289588,TX,[RX] Paquete recibido -> Hola mundo #10
1735727912.2890606,RX,[TX] Enviando -> Hola mundo #11
1735727916.3915496,RX,[TX] Enviando -> Hola mundo #12
1735727916.4960806,TX,[RX] Paquete recibido -> Hola mundo #12
1735727920.495008,RX,[TX] Enviando -> Hola mundo #13
1735727924.5976806,RX,[TX] Enviando -> Hola mundo #14
1735727924.7026274,TX,[RX] Paquete recibido -> Hola mundo #14
1735727928.7014635,RX,[TX] Enviando -> Hola mundo #15
1735727928.805031,TX,[RX] Paquete recibido -> Hola mundo #15
1735727932.8038557,RX,[TX] Enviando -> Hola mundo #16
1735727936.9073439,RX,[TX] Enviando -> Hola mundo #17
1735727937.0125124,TX,[RX] Paquete recibido -> Hola mundo #17
