Timestamp,Source,Message
1735727449.4935582,RX,[TX] Iniciando...
1735727449.54618,RX,[TX] Radio inicializada correctamente.
1735727454.5451524,RX,[TX] Enviando -> Hola mundo #0
1735727454.6499949,TX,[RX] Paquete recibido -> Hola mundo #0
1735727457.6476848,RX,[TX] Enviando -> Hola mundo #1
1735727457.7521145,TX,[RX] Paquete recibido -> Hola mundo #1
1735727460.7508855,RX,[TX] Enviando -> Hola mundo #2
1735727463.8539832,RX,[TX] Enviando -> Hola mundo #3
1735727463.9588938,TX,[RX] Paquete recibido -> Hola mundo #3
1735727466.9574137,RX,[TX] Enviando -> Hola mundo #4
1735727470.0609398,RX,[TX] Enviando -> Hola mundo #5
1735727470.1660094,TX,[RX] Paquete recibido -> Hola mundo #5
1735727473.1637068,RX,[TX] Enviando -> Hola mundo #6
1735727473.2691433,TX,[RX] Paquete recibido -> Hola mundo #6
1735727476.2671206,RX,[TX] Enviando -> Hola mundo #7
1735727476.372065,TX,[RX] Paquete recibido -> Hola mundo #7
1735727479.3696225,RX,[TX] Enviando -> Hola mundo #8
1735727482.4730635,RX,[TX] Enviando -> Hola mundo #9
1735727482.5778174,TX,[RX] Paquete recibido -> Hola mundo #9
1735727485.5759144,RX,[TX] Enviando -> Hola mundo #10
1735727488.680498,RX,[TX] Enviando -> Hola mundo #11
1735727488.7846484,TX,[RX] Paquete recibido -> Hola mundo #11
1735727491.782701,RX,[TX] Enviando -> Hola mundo #12
1735727494.8858583,RX,[TX] Enviando -> Hola mundo #13
1735727494.9906678,TX,[RX] Paquete recibido -> Hola mundo #13
1735727497.9895687,RX,[TX] Enviando -> Hola mundo #14
1735727498.09376,TX,[RX] Paquete recibido -> Hola mundo #14
1735727501.0915425,RX,[TX] Enviando -> Hola mundo #15
1735727504.1949058,RX,[TX] Enviando -> Hola mundo #16
1735727504.299041,TX,[RX] Paquete recibido -> Hola mundo #16
1735727507.2988508,RX,[TX] Enviando -> Hola mundo #17
1735727507.4030228,TX,[RX] Paquete recibido -> Hola mundo #17
1735727510.4013088,RX,[TX] Enviando -> Hola mundo #18
1735727513.504792,RX,[TX] Enviando -> Hola mundo #19
1735727513.6083713,TX,[RX] Paquete recibido -> Hola mundo #19
1735727516.6077256,RX,[TX] Enviando -> Hola mundo #20
1735727519.710728,RX,[TX] Enviando -> Hola mundo #21
1735727519.815947,TX,[RX] Paquete recibido -> Hola mundo #21
