Timestamp,Message,Elapsed Time (µs)
2024-11-20 17:02:49,Down,
2024-11-20 17:02:59,Up,10000108
2024-11-20 17:03:09,Down,
2024-11-20 17:03:19,Up,10000011
2024-11-20 17:03:29,Down,
2024-11-20 17:03:39,Up,10000173
2024-11-20 17:03:49,Down,
2024-11-20 17:03:59,Up,9999583
2024-11-20 17:04:09,Down,
2024-11-20 17:04:19,Up,10000223
2024-11-20 17:04:29,Down,
