Timestamp,Event,Value
1735576556.3987644,CAD operativo,45555
1735576556.4084868,CAD operativo,45564
1735576556.416429,CAD operativo,45572
1735576556.42456,CAD operativo,45580
1735576556.4332879,CAD operativo,45588
1735576556.4412959,CAD operativo,45597
1735576556.4487658,CAD operativo,45605
1735576556.458155,CAD operativo,45613
1735576556.4664214,CAD operativo,45622
1735576556.4744322,CAD operativo,45630
1735576556.482662,CAD operativo,45638
1735576556.49148,CAD operativo,45646
1735576556.4990773,CAD operativo,45655
1735576556.5074754,CAD operativo,45663
1735576556.5165331,CAD operativo,45671
1735576556.5244184,CAD operativo,45680
1735576556.532831,CAD operativo,45688
1735576556.540557,CAD operativo,45696
1735576556.5489306,CAD operativo,45705
1735576556.5570183,CAD operativo,45713
1735576556.565212,CAD operativo,45721
1735576556.5737731,CAD operativo,45729
1735576556.5823524,CAD operativo,45738
1735576556.590586,CAD operativo,45746
1735576556.5991278,CAD operativo,45754
1735576556.607016,CAD operativo,45763
1735576556.615182,CAD operativo,45771
1735576556.6244776,CAD operativo,45779
1735576556.6324742,CAD operativo,45788
1735576556.6404786,CAD operativo,45796
1735576556.6481166,CAD operativo,45804
1735576556.6567326,CAD operativo,45812
1735576556.6645632,CAD operativo,45821
1735576556.672885,CAD operativo,45829
1735576556.6824946,CAD operativo,45837
1735576556.6899147,CAD operativo,45846
1735576556.6984806,CAD operativo,45854
1735576556.7064865,CAD operativo,45862
1735576556.7153263,CAD operativo,45871
1735576556.722788,CAD operativo,45879
1735576556.7311375,CAD operativo,45887
1735576556.7394893,CAD operativo,45895
1735576556.7477534,CAD operativo,45904
1735576556.7559354,CAD operativo,45912
1735576556.7649393,CAD operativo,45920
1735576556.7734766,CAD operativo,45929
1735576556.7814817,CAD operativo,45937
1735576556.7904823,CAD operativo,45945
1735576556.797845,CAD operativo,45954
1735576556.8059223,CAD operativo,45962
1735576556.814398,CAD operativo,45970
1735576556.823485,CAD operativo,45978
1735576556.8314838,CAD operativo,45987
1735576556.8393588,CAD operativo,45995
1735576556.8478773,CAD operativo,46003
1735576556.8557124,CAD operativo,46012
1735576556.864709,CAD operativo,46020
1735576556.8734694,CAD operativo,46028
1735576556.8811467,CAD operativo,46037
1735576556.888657,CAD operativo,46045
1735576556.897852,CAD operativo,46053
1735576556.9064307,CAD operativo,46062
1735576556.9144285,CAD operativo,46070
1735576556.922241,CAD operativo,46078
1735576556.930766,CAD operativo,46086
1735576556.9394872,CAD operativo,46095
1735576556.9466617,CAD operativo,46103
1735576556.9559975,CAD operativo,46111
1735576556.9645417,CAD operativo,46120
1735576556.9716105,CAD operativo,46128
1735576556.9815185,CAD operativo,46136
1735576556.988646,CAD operativo,46145
1735576556.9969285,CAD operativo,46153
1735576557.0049345,CAD operativo,46161
1735576557.0137775,CAD operativo,46169
1735576557.0221946,CAD operativo,46178
1735576557.030697,CAD operativo,46186
1735576557.0391035,CAD operativo,46194
1735576557.046329,CAD operativo,46203
1735576557.0547755,CAD operativo,46211
1735576557.0637763,CAD operativo,46219
1735576557.0717883,CAD operativo,46228
1735576557.0797884,CAD operativo,46236
1735576557.0883734,CAD operativo,46244
1735576557.0973666,CAD operativo,46252
1735576557.108031,CAD operativo,46261
1735576557.113429,CAD operativo,46269
1735576557.122453,CAD operativo,46277
1735576557.1304536,CAD operativo,46286
1735576557.1385117,CAD operativo,46294
1735576557.1471767,CAD operativo,46302
1735576557.1555128,CAD operativo,46311
1735576557.163513,CAD operativo,46319
1735576557.171523,CAD operativo,46327
1735576557.180641,CAD operativo,46335
1735576557.1878455,CAD operativo,46344
1735576557.1964817,CAD operativo,46352
1735576557.2044826,CAD operativo,46360
1735576557.2135181,CAD operativo,46369
1735576557.2214622,CAD operativo,46377
1735576557.229774,CAD operativo,46385
1735576557.2378423,CAD operativo,46394
1735576557.2465112,CAD operativo,46402
1735576557.2544525,CAD operativo,46410
1735576557.2626796,CAD operativo,46418
1735576557.2714958,CAD operativo,46427
1735576557.2795,CAD operativo,46435
1735576557.2884939,CAD operativo,46443
1735576557.2961125,CAD operativo,46452
1735576557.3043382,CAD operativo,46460
1735576557.3134463,CAD operativo,46468
1735576557.32059,CAD operativo,46477
1735576557.3295903,CAD operativo,46485
1735576557.3374949,CAD operativo,46493
1735576557.3458145,CAD operativo,46501
1735576557.3545125,CAD operativo,46510
1735576557.3621452,CAD operativo,46518
1735576557.3707318,CAD operativo,46526
1735576557.379492,CAD operativo,46535
1735576557.387494,CAD operativo,46543
1735576557.3958464,CAD operativo,46551
1735576557.4045117,CAD operativo,46560
1735576557.4126616,CAD operativo,46568
1735576557.4206614,CAD operativo,46576
1735576557.4294686,CAD operativo,46584
1735576557.4376457,CAD operativo,46593
1735576557.44537,CAD operativo,46601
1735576557.4544978,CAD operativo,46609
1735576557.4624982,CAD operativo,46618
1735576557.469699,CAD operativo,46626
1735576557.479512,CAD operativo,46634
1735576557.4866018,CAD operativo,46643
1735576557.4956,CAD operativo,46651
1735576557.5033376,CAD operativo,46659
1735576557.512338,CAD operativo,46668
1735576557.5205011,CAD operativo,46676
1735576557.528504,CAD operativo,46684
1735576557.5370185,CAD operativo,46692
1735576557.545018,CAD operativo,46701
1735576557.553675,CAD operativo,46709
1735576557.561907,CAD operativo,46717
1735576557.5705037,CAD operativo,46726
1735576557.5785034,CAD operativo,46734
1735576557.586783,CAD operativo,46742
1735576557.595136,CAD operativo,46751
1735576557.6032002,CAD operativo,46759
1735576557.6111972,CAD operativo,46767
1735576557.620197,CAD operativo,46775
1735576557.628492,CAD operativo,46784
1735576557.6361701,CAD operativo,46792
1735576557.6448245,CAD operativo,46800
1735576557.6529117,CAD operativo,46809
1735576557.6612668,CAD operativo,46817
1735576557.669465,CAD operativo,46825
1735576557.6784937,CAD operativo,46834
1735576557.6859527,CAD operativo,46842
1735576557.6938462,CAD operativo,46850
1735576557.703396,CAD operativo,46858
1735576557.7115269,CAD operativo,46867
1735576557.7195292,CAD operativo,46875
1735576557.7275333,CAD operativo,46883
1735576557.7357407,CAD operativo,46892
1735576557.7439847,CAD operativo,46900
1735576557.7525089,CAD operativo,46908
1735576557.76152,CAD operativo,46916
1735576557.769509,CAD operativo,46925
1735576557.7775092,CAD operativo,46933
1735576557.7855563,CAD operativo,46941
1735576557.793715,CAD operativo,46950
1735576557.8021462,CAD operativo,46958
1735576557.8111458,CAD operativo,46966
1735576557.8191245,CAD operativo,46975
1735576557.8271246,CAD operativo,46983
1735576557.834834,CAD operativo,46991
1735576557.8440554,CAD operativo,46999
1735576557.8524475,CAD operativo,47008
1735576557.859711,CAD operativo,47016
1735576557.8687081,CAD operativo,47024
1735576557.8775253,CAD operativo,47033
1735576557.8846853,CAD operativo,47041
1735576557.8929756,CAD operativo,47049
1735576557.9017048,CAD operativo,47057
1735576557.9105349,CAD operativo,47066
1735576557.9185355,CAD operativo,47074
1735576557.9275105,CAD operativo,47082
1735576557.9355268,CAD operativo,47091
1735576557.9435382,CAD operativo,47099
1735576557.9522913,CAD operativo,47107
1735576557.9605155,CAD operativo,47116
1735576557.9677522,CAD operativo,47124
1735576557.9805267,CAD operativo,47132
1735576557.9852455,CAD operativo,47140
1735576557.9933517,CAD operativo,47149
1735576558.000864,CAD operativo,47157
1735576558.0105267,CAD operativo,47165
1735576558.017749,CAD operativo,47174
1735576558.026893,CAD operativo,47182
1735576558.0354798,CAD operativo,47190
1735576558.043486,CAD operativo,47199
1735576558.0515258,CAD operativo,47207
1735576558.0595171,CAD operativo,47215
1735576558.0680878,CAD operativo,47223
1735576558.0765364,CAD operativo,47232
1735576558.0845983,CAD operativo,47240
1735576558.093222,CAD operativo,47248
1735576558.1016374,CAD operativo,47257
1735576558.1092448,CAD operativo,47265
1735576558.1185265,CAD operativo,47273
1735576558.1258593,CAD operativo,47281
1735576558.1338599,CAD operativo,47290
1735576558.1425261,CAD operativo,47298
1735576558.151554,CAD operativo,47306
1735576558.1595395,CAD operativo,47315
1735576558.1670132,CAD operativo,47323
1735576558.1765354,CAD operativo,47331
1735576558.1839428,CAD operativo,47340
1735576558.191942,CAD operativo,47348
1735576558.201471,CAD operativo,47356
1735576558.2087226,CAD operativo,47364
1735576558.2171016,CAD operativo,47373
1735576558.2255297,CAD operativo,47381
1735576558.233853,CAD operativo,47389
1735576558.241878,CAD operativo,47398
1735576558.2495315,CAD operativo,47406
1735576558.2589653,CAD operativo,47414
1735576558.267036,CAD operativo,47423
1735576558.2752242,CAD operativo,47431
1735576558.2839534,CAD operativo,47439
1735576558.2921977,CAD operativo,47448
1735576558.2995245,CAD operativo,47456
1735576558.3080118,CAD operativo,47464
1735576558.3170125,CAD operativo,47472
1735576558.324723,CAD operativo,47481
1735576558.332723,CAD operativo,47489
1735576558.34252,CAD operativo,47497
1735576558.3505247,CAD operativo,47506
1735576558.3580363,CAD operativo,47514
1735576558.3665733,CAD operativo,47522
1735576558.3747876,CAD operativo,47531
1735576558.3833165,CAD operativo,47539
1735576558.3916788,CAD operativo,47547
1735576558.39968,CAD operativo,47555
1735576558.4085557,CAD operativo,47564
1735576558.416555,CAD operativo,47572
1735576558.4255228,CAD operativo,47580
1735576558.4330578,CAD operativo,47589
1735576558.4412475,CAD operativo,47597
1735576558.44963,CAD operativo,47605
1735576558.4572198,CAD operativo,47614
1735576558.4662032,CAD operativo,47622
1735576558.4745903,CAD operativo,47630
1735576558.4832516,CAD operativo,47638
1735576558.4912589,CAD operativo,47647
1735576558.4995377,CAD operativo,47655
1735576558.5081208,CAD operativo,47663
1735576558.516131,CAD operativo,47672
1735576558.524223,CAD operativo,47680
1735576558.5333397,CAD operativo,47688
1735576558.540658,CAD operativo,47697
1735576558.5486772,CAD operativo,47705
1735576558.558548,CAD operativo,47713
1735576558.5657573,CAD operativo,47722
1735576558.574005,CAD operativo,47730
1735576558.5822058,CAD operativo,47738
1735576558.5915284,CAD operativo,47746
1735576558.5995336,CAD operativo,47755
1735576558.607534,CAD operativo,47763
1735576558.6155527,CAD operativo,47771
1735576558.6244392,CAD operativo,47780
1735576558.6325321,CAD operativo,47788
1735576558.6406748,CAD operativo,47796
1735576558.6492593,CAD operativo,47805
1735576558.6570535,CAD operativo,47813
1735576558.6654887,CAD operativo,47821
1735576558.6745408,CAD operativo,47829
1735576558.6825414,CAD operativo,47838
1735576558.6905553,CAD operativo,47846
1735576558.6987667,CAD operativo,47854
1735576558.7067683,CAD operativo,47863
1735576558.7155433,CAD operativo,47871
1735576558.7236626,CAD operativo,47879
1735576558.7316618,CAD operativo,47888
1735576558.7406783,CAD operativo,47896
1735576558.748543,CAD operativo,47904
1735576558.7572026,CAD operativo,47912
1735576558.7654917,CAD operativo,47921
1735576558.773666,CAD operativo,47929
1735576558.7825308,CAD operativo,47937
1735576558.7902524,CAD operativo,47946
1735576558.7982526,CAD operativo,47954
1735576558.8073308,CAD operativo,47962
1735576558.8155072,CAD operativo,47971
1735576558.8235366,CAD operativo,47979
1735576558.831557,CAD operativo,47987
1735576558.8398602,CAD operativo,47995
1735576558.8475003,CAD operativo,48004
1735576558.8565276,CAD operativo,48012
1735576558.8655286,CAD operativo,48020
1735576558.8735557,CAD operativo,48029
1735576558.880995,CAD operativo,48037
1735576558.8905282,CAD operativo,48045
1735576558.8979719,CAD operativo,48054
1735576560.6343846,Mensaje recibido,49787
1735576560.639356,CAD operativo,49795
1735576560.648367,CAD operativo,49803
1735576560.6563773,CAD operativo,49812
1735576560.6645417,CAD operativo,49820
1735576560.672776,CAD operativo,49828
1735576560.6816244,CAD operativo,49837
1735576560.6895986,CAD operativo,49845
1735576560.6978378,CAD operativo,49853
1735576560.706295,CAD operativo,49861
1735576560.7138112,CAD operativo,49870
1735576560.7218587,CAD operativo,49878
1735576560.731299,CAD operativo,49886
1735576560.738989,CAD operativo,49895
1735576560.747625,CAD operativo,49903
1735576560.7561133,CAD operativo,49911
1735576560.7645555,CAD operativo,49920
1735576560.772563,CAD operativo,49928
1735576560.7803438,CAD operativo,49936
1735576560.7887406,CAD operativo,49944
1735576560.7973795,CAD operativo,49953
1735576560.8058908,CAD operativo,49961
1735576560.8141022,CAD operativo,49969
1735576560.8222861,CAD operativo,49978
1735576560.830288,CAD operativo,49986
1735576560.8383012,CAD operativo,49994
1735576560.8471072,CAD operativo,50002
1735576560.8553164,CAD operativo,50011
1735576560.8636694,CAD operativo,50019
1735576560.8718796,CAD operativo,50027
1735576560.8795657,CAD operativo,50036
1735576560.8885803,CAD operativo,50044
1735576560.896874,CAD operativo,50052
1735576560.9056103,CAD operativo,50061
1735576560.9138277,CAD operativo,50069
1735576560.9210007,CAD operativo,50077
1735576560.9297395,CAD operativo,50085
1735576560.9384186,CAD operativo,50094
1735576560.9461803,CAD operativo,50102
1735576560.9551978,CAD operativo,50110
1735576560.962962,CAD operativo,50119
1735576560.9717333,CAD operativo,50127
1735576560.9802022,CAD operativo,50135
1735576560.9885082,CAD operativo,50144
1735576560.9966047,CAD operativo,50152
1735576561.0043387,CAD operativo,50160
1735576561.012737,CAD operativo,50168
1735576561.021209,CAD operativo,50177
1735576561.0289114,CAD operativo,50185
1735576561.0385892,CAD operativo,50193
1735576561.046594,CAD operativo,50202
1735576561.0540931,CAD operativo,50210
1735576561.0626104,CAD operativo,50218
1735576561.0701385,CAD operativo,50226
1735576561.0790117,CAD operativo,50235
1735576561.0875175,CAD operativo,50243
1735576561.0965157,CAD operativo,50251
1735576561.104638,CAD operativo,50260
1735576561.1126385,CAD operativo,50268
1735576561.121622,CAD operativo,50276
1735576561.1295838,CAD operativo,50285
1735576561.1371179,CAD operativo,50293
1735576561.1455262,CAD operativo,50301
1735576561.1542244,CAD operativo,50309
1735576561.1624973,CAD operativo,50318
1735576561.170365,CAD operativo,50326
1735576561.1791785,CAD operativo,50334
1735576561.187226,CAD operativo,50343
1735576561.1954231,CAD operativo,50351
1735576561.2041187,CAD operativo,50359
1735576561.2121208,CAD operativo,50368
1735576561.220275,CAD operativo,50376
1735576561.228286,CAD operativo,50384
1735576561.2367816,CAD operativo,50392
1735576561.245622,CAD operativo,50401
1735576561.253588,CAD operativo,50409
1735576561.261798,CAD operativo,50417
1735576561.269807,CAD operativo,50426
1735576561.2779725,CAD operativo,50434
1735576561.2875953,CAD operativo,50442
1735576561.2956076,CAD operativo,50451
1735576561.3031435,CAD operativo,50459
1735576561.3124065,CAD operativo,50467
1735576561.3197083,CAD operativo,50475
1735576561.328612,CAD operativo,50484
1735576561.3359356,CAD operativo,50492
1735576561.3449461,CAD operativo,50500
1735576561.353143,CAD operativo,50509
1735576561.3616192,CAD operativo,50517
1735576561.3706098,CAD operativo,50525
1735576561.378154,CAD operativo,50534
1735576561.3862343,CAD operativo,50542
1735576561.3946245,CAD operativo,50550
1735576561.403001,CAD operativo,50558
1735576561.4110014,CAD operativo,50567
1735576561.4197028,CAD operativo,50575
1735576561.427969,CAD operativo,50583
1735576561.435803,CAD operativo,50592
1735576561.444118,CAD operativo,50600
1735576561.4531374,CAD operativo,50608
1735576561.4615068,CAD operativo,50617
1735576561.4696193,CAD operativo,50625
1735576561.4785721,CAD operativo,50633
1735576561.4855692,CAD operativo,50641
1735576561.4939811,CAD operativo,50650
1735576561.502265,CAD operativo,50658
1735576561.5113683,CAD operativo,50666
1735576561.5196636,CAD operativo,50675
1735576561.52774,CAD operativo,50683
1735576561.5365725,CAD operativo,50691
1735576561.544607,CAD operativo,50700
1735576561.5528357,CAD operativo,50708
1735576561.561251,CAD operativo,50716
1735576561.5691164,CAD operativo,50724
1735576561.5771186,CAD operativo,50733
1735576561.584827,CAD operativo,50741
1735576561.5946023,CAD operativo,50749
1735576561.6022532,CAD operativo,50758
1735576561.6095374,CAD operativo,50766
1735576561.6193433,CAD operativo,50774
1735576561.6275756,CAD operativo,50783
1735576561.6356018,CAD operativo,50791
1735576561.6438596,CAD operativo,50799
1735576561.6518645,CAD operativo,50807
1735576561.6600444,CAD operativo,50816
1735576561.6680827,CAD operativo,50824
1735576561.677615,CAD operativo,50832
1735576561.6856396,CAD operativo,50841
1735576561.6928911,CAD operativo,50849
1735576561.701931,CAD operativo,50857
1735576561.71062,CAD operativo,50866
1735576561.71862,CAD operativo,50874
1735576561.7274742,CAD operativo,50882
1735576561.7355533,CAD operativo,50890
1735576561.7435508,CAD operativo,50899
1735576561.7510564,CAD operativo,50907
1735576561.7600546,CAD operativo,50915
1735576561.7687633,CAD operativo,50924
1735576561.7767632,CAD operativo,50932
1735576561.785454,CAD operativo,50940
1735576561.7934542,CAD operativo,50949
1735576561.8008995,CAD operativo,50957
1735576561.8098998,CAD operativo,50965
1735576561.8179007,CAD operativo,50973
1735576561.8258998,CAD operativo,50982
1735576561.8341699,CAD operativo,50990
1735576561.8435273,CAD operativo,50998
1735576561.8515327,CAD operativo,51007
1735576561.859788,CAD operativo,51015
1735576561.8682983,CAD operativo,51023
1735576561.876298,CAD operativo,51032
1735576561.884298,CAD operativo,51040
1735576561.8933716,CAD operativo,51048
1735576561.9013894,CAD operativo,51056
1735576561.909389,CAD operativo,51065
1735576561.9174001,CAD operativo,51073
1735576561.926052,CAD operativo,51081
1735576561.9341266,CAD operativo,51090
1735576561.9423506,CAD operativo,51098
1735576561.951357,CAD operativo,51106
1735576561.9596214,CAD operativo,51115
1735576561.9671319,CAD operativo,51123
1735576561.9756815,CAD operativo,51131
1735576561.983465,CAD operativo,51139
1735576561.9920938,CAD operativo,51148
1735576562.000593,CAD operativo,51156
1735576562.0095918,CAD operativo,51164
1735576562.0168118,CAD operativo,51173
1735576562.0258117,CAD operativo,51181
1735576562.0341055,CAD operativo,51189
1735576562.0421045,CAD operativo,51198
1735576562.0498934,CAD operativo,51206
1735576562.058898,CAD operativo,51214
1735576562.0675962,CAD operativo,51222
1735576562.0745952,CAD operativo,51231
1735576562.0838466,CAD operativo,51239
1735576562.092302,CAD operativo,51247
1735576562.100315,CAD operativo,51256
1735576562.1084685,CAD operativo,51264
1735576562.117469,CAD operativo,51272
1735576562.125657,CAD operativo,51281
1735576562.1337693,CAD operativo,51289
1735576562.1417692,CAD operativo,51297
1735576562.1497746,CAD operativo,51305
1735576562.1580691,CAD operativo,51314
1735576562.1665707,CAD operativo,51322
1735576562.1755712,CAD operativo,51330
1735576562.1835706,CAD operativo,51339
1735576562.1909344,CAD operativo,51347
1735576562.2004292,CAD operativo,51355
1735576562.2084465,CAD operativo,51364
1735576562.216447,CAD operativo,51372
1735576562.2254474,CAD operativo,51380
1735576562.2329316,CAD operativo,51388
1735576562.2414935,CAD operativo,51397
1735576562.249154,CAD operativo,51405
1735576562.2581604,CAD operativo,51413
1735576562.2662022,CAD operativo,51422
1735576562.2742012,CAD operativo,51430
1735576562.2828774,CAD operativo,51438
1735576562.2908773,CAD operativo,51447
1735576562.2993412,CAD operativo,51455
1735576562.3085315,CAD operativo,51463
1735576562.3165433,CAD operativo,51471
1735576562.3245437,CAD operativo,51480
1735576562.3321083,CAD operativo,51488
1735576562.3412237,CAD operativo,51496
1735576562.3488302,CAD operativo,51505
1735576562.3573027,CAD operativo,51513
1735576562.3663294,CAD operativo,51521
1735576562.3746088,CAD operativo,51530
1735576562.381921,CAD operativo,51538
1735576562.3913944,CAD operativo,51546
1735576562.3993952,CAD operativo,51555
1735576562.4076343,CAD operativo,51563
1735576562.415011,CAD operativo,51571
1735576562.42401,CAD operativo,51579
1735576562.4319503,CAD operativo,51588
1735576562.440743,CAD operativo,51596
1735576562.4491775,CAD operativo,51604
1735576562.457424,CAD operativo,51613
1735576562.4652538,CAD operativo,51621
1735576562.4742033,CAD operativo,51629
1735576562.4823813,CAD operativo,51637
1735576562.4903803,CAD operativo,51646
1735576562.4986854,CAD operativo,51654
1735576562.507691,CAD operativo,51662
1735576562.5152721,CAD operativo,51671
1735576562.523103,CAD operativo,51679
1735576562.5322733,CAD operativo,51687
1735576562.5406568,CAD operativo,51696
1735576562.5479767,CAD operativo,51704
1735576562.5572836,CAD operativo,51712
1735576562.565458,CAD operativo,51720
1735576562.5730362,CAD operativo,51729
1735576562.5822845,CAD operativo,51737
1735576562.5901709,CAD operativo,51745
1735576562.5979831,CAD operativo,51754
1735576562.6063719,CAD operativo,51762
1735576562.6155882,CAD operativo,51770
1735576562.6229215,CAD operativo,51779
1735576562.6316297,CAD operativo,51787
1735576562.6398218,CAD operativo,51795
1735576562.6478198,CAD operativo,51803
1735576562.6566489,CAD operativo,51812
1735576562.6641536,CAD operativo,51820
1735576562.6731586,CAD operativo,51828
1735576562.681345,CAD operativo,51837
1735576562.6893578,CAD operativo,51845
1735576562.6982825,CAD operativo,51853
1735576562.7064779,CAD operativo,51862
1735576562.7137809,CAD operativo,51870
1735576562.7234812,CAD operativo,51878
1735576562.731186,CAD operativo,51886
1735576562.7396553,CAD operativo,51895
1735576562.7477596,CAD operativo,51903
1735576562.7566288,CAD operativo,51911
1735576562.76454,CAD operativo,51920
1735576562.772044,CAD operativo,51928
1735576562.7814717,CAD operativo,51936
1735576562.7889178,CAD operativo,51945
1735576562.7976327,CAD operativo,51953
1735576562.806161,CAD operativo,51961
1735576562.8139973,CAD operativo,51969
1735576562.8220165,CAD operativo,51978
1735576562.830016,CAD operativo,51986
1735576562.8394008,CAD operativo,51994
1735576562.8474116,CAD operativo,52003
1735576562.8548753,CAD operativo,52011
1735576562.864495,CAD operativo,52019
1735576562.8726442,CAD operativo,52028
1735576562.8804834,CAD operativo,52036
1735576562.8892817,CAD operativo,52044
1735576562.897282,CAD operativo,52052
1735576562.9056695,CAD operativo,52061
1735576562.9131086,CAD operativo,52069
1735576562.9226818,CAD operativo,52077
1735576562.9299216,CAD operativo,52086
1735576562.9386373,CAD operativo,52094
1735576562.9477098,CAD operativo,52102
1735576562.9548063,CAD operativo,52111
1735576562.962805,CAD operativo,52119
1735576562.97265,CAD operativo,52127
1735576562.9797678,CAD operativo,52135
1735576562.9886425,CAD operativo,52144
1735576562.9965217,CAD operativo,52152
1735576563.005665,CAD operativo,52160
1735576563.013266,CAD operativo,52169
1735576563.0217843,CAD operativo,52177
1735576563.0304275,CAD operativo,52185
1735576563.0384274,CAD operativo,52194
1735576563.0460858,CAD operativo,52202
1735576563.05503,CAD operativo,52210
1735576563.0625432,CAD operativo,52218
1735576563.071381,CAD operativo,52227
1735576563.0803318,CAD operativo,52235
1735576563.0886424,CAD operativo,52243
1735576563.09675,CAD operativo,52252
1735576563.1040673,CAD operativo,52260
1735576563.1128669,CAD operativo,52268
1735576563.1208665,CAD operativo,52277
1735576563.129867,CAD operativo,52285
1735576563.1378663,CAD operativo,52293
1735576563.1458676,CAD operativo,52302
1735576563.1538713,CAD operativo,52310
1735576563.1628714,CAD operativo,52318
1735576563.1708105,CAD operativo,52326
1735576563.1798096,CAD operativo,52335
1735576563.1876702,CAD operativo,52343
1735576563.1957927,CAD operativo,52351
1735576563.2046664,CAD operativo,52360
1735576563.2126675,CAD operativo,52368
1735576563.2209764,CAD operativo,52376
1735576563.228865,CAD operativo,52385
1735576563.2373056,CAD operativo,52393
1735576563.245919,CAD operativo,52401
1735576563.2547882,CAD operativo,52409
1735576563.2625334,CAD operativo,52418
1735576563.2700427,CAD operativo,52426
1735576563.2790427,CAD operativo,52434
1735576563.2870424,CAD operativo,52443
1735576563.2950432,CAD operativo,52451
1735576563.3040428,CAD operativo,52459
1735576563.3120065,CAD operativo,52468
1735576563.3200047,CAD operativo,52476
1735576563.3293037,CAD operativo,52484
1735576563.3376038,CAD operativo,52492
1735576563.3457053,CAD operativo,52501
1735576563.3536487,CAD operativo,52509
1735576563.3626251,CAD operativo,52517
1735576563.3704317,CAD operativo,52526
1735576563.378432,CAD operativo,52534
1735576563.3869805,CAD operativo,52542
1735576563.3951652,CAD operativo,52551
1735576563.4031646,CAD operativo,52559
1735576563.412603,CAD operativo,52567
1735576563.4200356,CAD operativo,52575
1735576563.4284165,CAD operativo,52584
1735576563.436623,CAD operativo,52592
1735576563.4456253,CAD operativo,52600
1735576563.453378,CAD operativo,52609
1735576563.461704,CAD operativo,52617
1735576563.469845,CAD operativo,52625
1735576563.4785366,CAD operativo,52634
1735576563.4865577,CAD operativo,52642
1735576563.495162,CAD operativo,52650
1735576563.5032873,CAD operativo,52658
1735576563.5115259,CAD operativo,52667
1735576563.5196574,CAD operativo,52675
1735576563.5279105,CAD operativo,52683
1735576563.5362084,CAD operativo,52692
1735576563.5448222,CAD operativo,52700
1735576563.5528293,CAD operativo,52708
1735576563.5617938,CAD operativo,52717
1735576563.5690522,CAD operativo,52725
1735576563.5783808,CAD operativo,52733
1735576563.5860748,CAD operativo,52741
1735576563.5946655,CAD operativo,52750
1735576563.6036506,CAD operativo,52758
1735576563.610878,CAD operativo,52766
1735576563.619103,CAD operativo,52775
1735576563.6281052,CAD operativo,52783
1735576563.6366684,CAD operativo,52791
1735576563.644031,CAD operativo,52800
1735576563.6525512,CAD operativo,52808
1735576563.6606874,CAD operativo,52816
1735576563.669013,CAD operativo,52824
1735576563.6771417,CAD operativo,52833
1735576563.6857514,CAD operativo,52841
1735576563.6939995,CAD operativo,52849
1735576563.7020812,CAD operativo,52858
1735576563.7101972,CAD operativo,52866
1735576563.7197459,CAD operativo,52874
1735576563.7273264,CAD operativo,52883
1735576563.7356784,CAD operativo,52891
1735576563.7439425,CAD operativo,52899
1735576563.7519639,CAD operativo,52907
1735576563.7606452,CAD operativo,52916
1735576563.7686586,CAD operativo,52924
1735576563.7776575,CAD operativo,52932
1735576563.785316,CAD operativo,52941
1735576563.7931547,CAD operativo,52949
1735576563.8019927,CAD operativo,52957
1735576563.810612,CAD operativo,52966
1735576563.8180256,CAD operativo,52974
1735576563.827027,CAD operativo,52982
1735576563.8356693,CAD operativo,52990
1735576563.843676,CAD operativo,52999
1735576563.8520267,CAD operativo,53007
1735576563.8604915,CAD operativo,53015
1735576563.868151,CAD operativo,53024
1735576563.8756902,CAD operativo,53032
1735576563.8854947,CAD operativo,53040
1735576563.893684,CAD operativo,53049
1735576563.9014204,CAD operativo,53057
1735576563.9104385,CAD operativo,53065
1735576563.9185534,CAD operativo,53073
1735576563.9263291,CAD operativo,53082
1735576563.9347556,CAD operativo,53090
1735576563.943683,CAD operativo,53098
1735576563.9516883,CAD operativo,53107
1735576563.95969,CAD operativo,53115
1735576563.968704,CAD operativo,53123
1735576563.9759817,CAD operativo,53132
1735576563.9844277,CAD operativo,53140
1735576563.9936798,CAD operativo,53148
1735576564.0008988,CAD operativo,53156
1735576564.0096877,CAD operativo,53165
1735576564.0174754,CAD operativo,53173
1735576564.0258355,CAD operativo,53181
1735576564.0339823,CAD operativo,53190
1735576564.0419881,CAD operativo,53198
1735576564.0509083,CAD operativo,53206
1735576564.0589054,CAD operativo,53214
1735576564.067672,CAD operativo,53223
1735576564.0756693,CAD operativo,53231
1735576564.0842466,CAD operativo,53239
1735576564.0920804,CAD operativo,53248
1735576564.100229,CAD operativo,53256
1735576564.1086824,CAD operativo,53264
1735576564.1169918,CAD operativo,53273
1735576564.1240883,CAD operativo,53281
1735576564.1336956,CAD operativo,53289
1735576564.1420732,CAD operativo,53297
1735576564.150079,CAD operativo,53306
1735576564.1582992,CAD operativo,53314
1735576564.1676755,CAD operativo,53322
1735576564.1756797,CAD operativo,53331
1735576564.183533,CAD operativo,53339
1735576564.1925437,CAD operativo,53347
1735576564.200255,CAD operativo,53356
1735576564.2086875,CAD operativo,53364
1735576564.2176857,CAD operativo,53372
1735576564.2256863,CAD operativo,53380
1735576564.23313,CAD operativo,53389
1735576564.2411954,CAD operativo,53397
1735576564.2493863,CAD operativo,53405
1735576565.737677,Mensaje recibido,54890
1735576565.7427585,CAD operativo,54898
1735576565.7517693,CAD operativo,54906
1735576565.7597709,CAD operativo,54915
1735576565.7671397,CAD operativo,54923
1735576565.7757468,CAD operativo,54931
1735576565.7840898,CAD operativo,54939
